14;92;[(2, 15, 3, 16), (1, 17, 2, 16), (17, 14, 18, 15), (13, 18, 14, 19), (19, 12, 20, 13), (11, 20, 12, 21), (21, 10, 22, 11), (9, 22, 10, 23), (23, 8, 24, 9), (7, 24, 8, 25), (25, 6, 26, 7), (5, 26, 6, 27), (27, 4, 0, 5), (3, 0, 4, 1)]
14;93;[(27, 12, 0, 13), (26, 14, 27, 13), (11, 15, 12, 14), (15, 11, 16, 10), (9, 17, 10, 16), (17, 9, 18, 8), (7, 19, 8, 18), (19, 7, 20, 6), (5, 21, 6, 20), (21, 5, 22, 4), (3, 23, 4, 22), (23, 3, 24, 2), (1, 25, 2, 24), (25, 1, 26, 0)]
14;94;[(2, 15, 3, 16), (16, 1, 17, 2), (17, 14, 18, 15), (13, 18, 14, 19), (19, 12, 20, 13), (11, 20, 12, 21), (21, 10, 22, 11), (9, 22, 10, 23), (23, 8, 24, 9), (7, 24, 8, 25), (25, 6, 26, 7), (5, 26, 6, 27), (27, 4, 0, 5), (3, 0, 4, 1)]
14;95;[(27, 12, 0, 13), (13, 26, 14, 27), (11, 15, 12, 14), (15, 11, 16, 10), (9, 17, 10, 16), (17, 9, 18, 8), (7, 19, 8, 18), (19, 7, 20, 6), (5, 21, 6, 20), (21, 5, 22, 4), (3, 23, 4, 22), (23, 3, 24, 2), (1, 25, 2, 24), (25, 1, 26, 0)]
4;96;[(7, 5, 0, 4), (5, 2, 6, 3), (1, 6, 2, 7), (3, 1, 4, 0)]
4;97;[(4, 0, 5, 7), (6, 1, 7, 2), (2, 5, 3, 6), (3, 0, 4, 1)]
4;98;[(7, 5, 0, 4), (2, 6, 3, 5), (6, 2, 7, 1), (3, 1, 4, 0)]
4;99;[(4, 0, 5, 7), (1, 7, 2, 6), (5, 3, 6, 2), (3, 0, 4, 1)]
4;100;[(4, 7, 5, 0), (5, 2, 6, 3), (1, 6, 2, 7), (3, 1, 4, 0)]
4;101;[(7, 4, 0, 5), (6, 1, 7, 2), (2, 5, 3, 6), (3, 0, 4, 1)]
4;102;[(4, 7, 5, 0), (2, 6, 3, 5), (6, 2, 7, 1), (3, 1, 4, 0)]
4;103;[(7, 4, 0, 5), (1, 7, 2, 6), (5, 3, 6, 2), (3, 0, 4, 1)]
